,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.4390617614694662,0.0018,True
1,0,GoChoice,-0.027696451655656762,0.57225,False
2,0,Reward,0.1675682049534083,0.35577272727272735,False
3,0,StimulusSF_0.023,0.25831180199640486,0.09085714285714286,False
4,0,StimulusSF_0.027,0.21125188106005643,0.17516666666666666,False
5,0,StimulusSF_0.033,0.2607149711716249,0.09085714285714286,False
6,0,StimulusSF_0.06,0.23256320876849912,0.17516666666666666,False
7,0,StimulusSF_0.1,0.6403911922332906,0.0,True
8,0,StimulusSF_0.25,0.02560755015543925,0.9269,False
9,0,StimulusORI_0,0.46901733921023486,0.0,True
10,0,StimulusORI_15,0.17760713258901795,0.25785,False
11,0,StimulusORI_30,0.45676635718112846,0.0,True
12,0,StimulusORI_60,0.12905391525648557,0.4655769230769231,False
13,0,StimulusORI_75,0.14060152442363497,0.458625,False
14,0,StimulusORI_90,0.3969700525093966,0.0,True
