,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.21785189303349006,0.09716666666666667,False
1,0,GoChoice,0.11671541823455038,0.415,False
2,0,Reward,0.008232832376462593,0.8788,False
3,0,StimulusSF_0.023,0.2413175671516244,0.05499999999999999,False
4,0,StimulusSF_0.027,0.16635838773690487,0.1791,False
5,0,StimulusSF_0.033,0.5988803324093166,0.0,True
6,0,StimulusSF_0.06,0.14595282016477387,0.2475,False
7,0,StimulusSF_0.1,0.20919000416549735,0.09716666666666667,False
8,0,StimulusSF_0.25,0.4256142975537153,0.0,True
9,0,StimulusORI_0,-0.01096916197606189,0.5365384615384615,False
10,0,StimulusORI_15,0.04323324343908763,0.7163571428571428,False
11,0,StimulusORI_30,0.2138201302014629,0.09716666666666667,False
12,0,StimulusORI_60,0.6503876778889593,0.0,True
13,0,StimulusORI_75,0.24042648059911148,0.0444,True
14,0,StimulusORI_90,0.6237457794362435,0.0,True
