,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.11989637789937171,0.0005,True
1,0,GoChoice,0.01975291806824504,0.67025,False
2,0,Reward,0.012044538796411866,0.8453076923076923,False
3,0,StimulusSF_0.023,0.037474688812008015,0.029785714285714283,True
4,0,StimulusSF_0.027,0.06551933736323765,0.0,True
5,0,StimulusSF_0.033,0.04108022100249714,0.016499999999999997,True
6,0,StimulusSF_0.06,0.033864880262581734,0.06333333333333334,False
7,0,StimulusSF_0.1,0.03250006443548876,0.052125,False
8,0,StimulusSF_0.25,0.04830742951935476,0.004200000000000001,True
9,0,StimulusORI_0,0.023177049193515726,0.9005357142857143,False
10,0,StimulusORI_15,0.012470903456316799,0.5772272727272728,False
11,0,StimulusORI_30,0.024966708405831636,0.946,False
12,0,StimulusORI_60,0.04573223039259562,0.1521,False
13,0,StimulusORI_75,0.0741877660981971,0.0018750000000000001,True
14,0,StimulusORI_90,0.07815672869069873,0.0005,True
