,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.5339013934531526,0.0,True
1,0,GoChoice,0.1620282482979197,0.1467857142857143,False
2,0,Reward,-0.04337062355989041,0.4378,False
3,0,StimulusSF_0.023,0.3622608953699547,0.003375,True
4,0,StimulusSF_0.027,0.48148829179527675,0.0,True
5,0,StimulusSF_0.033,0.4025464692971032,0.0006000000000000001,True
6,0,StimulusSF_0.06,0.28242842799418416,0.020666666666666667,True
7,0,StimulusSF_0.1,0.24442385704551348,0.04365,True
8,0,StimulusSF_0.25,0.23478225835195243,0.04827272727272728,True
9,0,StimulusORI_0,0.5072375255375526,0.0,True
10,0,StimulusORI_15,0.14876784834703313,0.1467857142857143,False
11,0,StimulusORI_30,0.398838930969899,0.0,True
12,0,StimulusORI_60,0.17211188648062029,0.058124999999999996,False
13,0,StimulusORI_75,0.2359525592846908,0.003,True
14,0,StimulusORI_90,0.23686889126224864,0.0029999999999999996,True
