,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.22330038913939276,0.08466666666666667,False
1,0,GoChoice,0.2736092892264167,0.01775,True
2,0,Reward,0.05603227890641144,0.7681071428571429,False
3,0,StimulusSF_0.023,0.26108408140764183,0.027857142857142855,True
4,0,StimulusSF_0.027,0.09688418806669813,0.459875,False
5,0,StimulusSF_0.033,0.3746507384575975,0.003,True
6,0,StimulusSF_0.06,0.49948612658165215,0.0,True
7,0,StimulusSF_0.1,0.1865106390239032,0.1302,False
8,0,StimulusSF_0.25,0.29716674917084773,0.0099,True
9,0,StimulusORI_0,0.2361687677700291,0.0376875,True
10,0,StimulusORI_15,0.1628440727613864,0.2604545454545455,False
11,0,StimulusORI_30,0.09577671423423742,0.8353,False
12,0,StimulusORI_60,0.11120020650356043,0.7208076923076924,False
13,0,StimulusORI_75,0.43670012430358024,0.0,True
14,0,StimulusORI_90,0.3554576427767828,0.0,True
