,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.2308351224792383,0.2425,False
1,0,GoChoice,0.1675841346590518,0.3819642857142857,False
2,0,Reward,0.010520237423179313,0.8847,False
3,0,StimulusSF_0.023,0.4519100529292208,0.008,True
4,0,StimulusSF_0.027,0.3329156737991973,0.04605000000000001,True
5,0,StimulusSF_0.033,0.4401036815768471,0.008,True
6,0,StimulusSF_0.06,0.13575983539852898,0.3819642857142857,False
7,0,StimulusSF_0.1,0.426085989750841,0.0135,True
8,0,StimulusSF_0.25,0.7216569441436209,0.0,True
9,0,StimulusORI_0,0.20869286660770406,0.21136363636363636,False
10,0,StimulusORI_15,0.25984827381343095,0.04605000000000001,True
11,0,StimulusORI_30,0.33659044639925567,0.0037500000000000003,True
12,0,StimulusORI_60,0.3707987857341681,0.0005,True
13,0,StimulusORI_75,0.41208965370797407,0.0,True
14,0,StimulusORI_90,0.28026217287073796,0.033749999999999995,True
